;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
217;[None];Actions;{u'date': u'2017-03-13', u'value': 184528025.39};{u'date': u'2017-03-13', u'value': 3432576.31};Euro;[CAACSSO FP];{u'isin': u'FR0010319434', u'bloomberg': u'CAACSSO FP', u'apir': None};1500;Euro;3959;{u'type': u'isin', u'value': u'FR0010319434'};FR0010319434;CAMGESTION ACTIONS CROISSANCE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/01f062d2-53c8-4f9d-a7a1-540a16bc8347/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010319434];[FR0010319434];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS CROISSANCE;{u'date': u'2017-03-13', u'value': 243.75};{u'date': u'2017-03-13', u'value': 243.75};Europe;[];5;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 3.70354327298}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.9578624131}, u'performance_5y': {u'date': u'2017-02-28', u'value': 55.6834438809}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.2466618111}};;CAACSSO FP;FR0010319434;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-croissance-classic-c-fr0010319434
218;[None];Actions;{u'date': u'2017-03-13', u'value': 603704320.95};{u'date': u'2017-03-13', u'value': 394978417.18};Euro;[CAACTEO FP];{u'isin': u'FR0011036110', u'bloomberg': u'CAACTEO FP', u'apir': None};1511;Euro;6377;{u'type': u'isin', u'value': u'FR0011036110'};FR0011036110;CAMGESTION ACTIONS EURO [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/1eebeb43-402d-4fb2-97c2-4e4ef8a8113d/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0011036110];[FR0011036110];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS EURO;{u'date': u'2017-03-13', u'value': 160.13};{u'date': u'2017-03-13', u'value': 160.13};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 14.7249190939}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.67085329535}, u'performance_5y': {u'date': u'2017-02-28', u'value': 54.1609013639}, u'performance_3y': {u'date': u'2017-02-28', u'value': 14.7840164839}};;CAACTEO FP;FR0011036110;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-euro-classic-c-fr0011036110
219;[None];Actions;{u'date': u'2017-03-13', u'value': 65304603.57};{u'date': u'2017-03-13', u'value': 65304603.57};Euro;[CARDVLS FP];{u'isin': u'FR0010155226', u'bloomberg': u'CARDVLS FP', u'apir': None};1528;Euro;4029;{u'type': u'isin', u'value': u'FR0010155226'};FR0010155226;CAMGESTION ACTIONS FRANCE [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/96435a9a-fcfb-4d52-8e86-e590abe01bad/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010155226];[FR0010155226];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS FRANCE;{u'date': u'2017-03-13', u'value': 34.64};{u'date': u'2017-03-13', u'value': 34.64};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 10.1236979167}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 2.27339828757}, u'performance_5y': {u'date': u'2017-02-28', u'value': 58.6772983114}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.69520103761}};;CARDVLS FP;FR0010155226;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-france-classique-c-fr0010155226
220;[None];Actions;{u'date': u'2017-03-13', u'value': 58700273.77};{u'date': u'2017-03-13', u'value': 58700273.77};Euro;[CARACRN FP];{u'isin': u'FR0007074208', u'bloomberg': u'CARACRN FP', u'apir': None};1510;Euro;4002;{u'type': u'isin', u'value': u'FR0007074208'};FR0007074208;CAMGESTION ACTIONS RENDEMENT [CLASSIQUE, H];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/acef52de-0737-4ae0-bf7c-5c462a8da383/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007074208];[FR0007074208];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS RENDEMENT;{u'date': u'2017-03-13', u'value': 93.51};{u'date': u'2017-03-13', u'value': 93.51};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.87579886651}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 2.67925771385}, u'performance_5y': {u'date': u'2017-02-28', u'value': 42.5308931644}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.75668513611}};;CARACRN FP;FR0007074208;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-rendement-classique-h-fr0007074208
221;[None];Actions;{u'date': u'2017-03-13', u'value': 39589910};{u'date': u'2017-03-13', u'value': 39589910};Euro;[CAGESDY FP];{u'isin': u'FR0007006929', u'bloomberg': u'CAGESDY FP', u'apir': None};1158;Euro;3996;{u'type': u'isin', u'value': u'FR0007006929'};FR0007006929;CAMGESTION ACTIVE 100 [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/f4ff4d5e-eb44-4a5b-bb20-3eb5ca129693/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007006929];[FR0007006929];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION ACTIVE 100;{u'date': u'2017-03-13', u'value': 24.95};{u'date': u'2017-03-13', u'value': 24.95};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.22048997773}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.55419222904}, u'performance_5y': {u'date': u'2012-04-30', u'value': -33.39731286}, u'performance_3y': {u'date': u'2017-02-28', u'value': 6.79442508711}};;CAGESDY FP;FR0007006929;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-active-100-classique-c-fr0007006929
222;[None];Diversifié;{u'date': u'2017-03-13', u'value': 85204247.11};{u'date': u'2017-03-13', u'value': 85204247.11};Euro;[CAGESEQ FP];{u'isin': u'FR0007006911', u'bloomberg': u'CAGESEQ FP', u'apir': None};1527;Euro;4028;{u'type': u'isin', u'value': u'FR0007006911'};FR0007006911;CAMGESTION ACTIVE CONVICTIONS [CLASSIC, C];Balanced;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/c22bf708-9577-40d5-b9fb-d91607c307bc/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007006911];[FR0007006911];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION ACTIVE CONVICTIONS;{u'date': u'2017-03-13', u'value': 20.74};{u'date': u'2017-03-13', u'value': 20.74};Europe;[];4;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.42490842491}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.730638090599}, u'performance_5y': {u'date': u'2017-02-28', u'value': 14.348785872}, u'performance_3y': {u'date': u'2017-02-28', u'value': 8.93796004206}};;CAGESEQ FP;FR0007006911;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-active-convictions-classic-c-fr0007006911
223;[None];Actions;{u'date': u'2017-03-13', u'value': 95085395.15};{u'date': u'2017-03-13', u'value': 46621432.94};Euro;[CARAVIN FP];{u'isin': u'FR0010177527', u'bloomberg': u'CARAVIN FP', u'apir': None};1150;Euro;3971;{u'type': u'isin', u'value': u'FR0010177527'};FR0010177527;CAMGESTION AVENIR INVESTISSEMENT [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/d625636c-ddd0-498b-bf98-e5b88053428b/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010177527];[FR0010177527];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION AVENIR INVESTISSEMENT;{u'date': u'2017-03-13', u'value': 16.25};{u'date': u'2017-03-13', u'value': 16.25};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.9166666667}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.8338658147}, u'performance_5y': {u'date': u'2017-02-28', u'value': 47.0162748644}, u'performance_3y': {u'date': u'2017-02-28', u'value': 19.1208791209}};;CARAVIN FP;FR0010177527;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/camgestion-avenir-investissement-classic-c-fr0010177527
224;[None];Produits de taux;{u'date': u'2017-03-13', u'value': 95336768.71};{u'date': u'2017-03-13', u'value': 95336768.71};Euro;[CARDOBL FP];{u'isin': u'FR0010633818', u'bloomberg': u'CARDOBL FP', u'apir': None};1147;Euro;3981;{u'type': u'isin', u'value': u'FR0010633818'};FR0010633818;CAMGESTION CAPI OBLIG [CLASSIQUE, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/7a71babc-3236-40eb-9494-43be042a8e2c/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010633818];[FR0010633818];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION CAPI OBLIG;{u'date': u'2017-03-13', u'value': 162.1};{u'date': u'2017-03-13', u'value': 162.1};Europe;[];3;Obligations européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.47172664046}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -2.81378815939}, u'performance_5y': {u'date': u'2017-02-28', u'value': 19.0379746835}, u'performance_3y': {u'date': u'2017-02-28', u'value': 8.09905412507}};;CARDOBL FP;FR0010633818;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/camgestion-capi-oblig-classique-c-fr0010633818
225;[None];Diversifié;{u'date': u'2017-03-13', u'value': 52341069.21};{u'date': u'2017-03-13', u'value': 52340964.7};Euro;[CAREXPP FP];{u'isin': u'FR0007085436', u'bloomberg': u'CAREXPP FP', u'apir': None};1157;Euro;3989;{u'type': u'isin', u'value': u'FR0007085436'};FR0007085436;CAMGESTION CLUB PATRIMOINE [CLASSIC, C];Balanced;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/6c73bc43-73b4-4369-bf93-53e51918dfa8/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MERGER, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007085436];[FR0007085436];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION CLUB PATRIMOINE;{u'date': u'2017-03-13', u'value': 9.76};{u'date': u'2017-03-13', u'value': 9.76};Europe;[];4;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 2.99785867238}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.205549845838}, u'performance_5y': {u'date': u'2017-02-28', u'value': 2.01484623542}, u'performance_3y': {u'date': u'2017-02-28', u'value': -6.51117589893}};;CAREXPP FP;FR0007085436;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-club-patrimoine-classic-c-fr0007085436
226;[None];Obligations convertibles;{u'date': u'2017-03-13', u'value': 949029609.82};{u'date': u'2017-03-13', u'value': 167054765.75};Euro;[CARCONV FP];{u'isin': u'FR0000285629', u'bloomberg': u'CARCONV FP', u'apir': None};1530;Euro;4032;{u'type': u'isin', u'value': u'FR0000285629'};FR0000285629;CAMGESTION CONVERTIBLES EUROPE [CLASSIC, H];Convertible Bonds;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/d1a8237c-b42d-4f03-941d-48771620741d/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0000285629];[FR0000285629];CAMGESTION;{u'date': None, u'value': None};5;{u'date': u'2017-03-08', u'value': u'5'};CAMGESTION CONVERTIBLES EUROPE;{u'date': u'2017-03-13', u'value': 43.24};{u'date': u'2017-03-13', u'value': 43.24};Europe;[];4;Obligations convertibles européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.3884800812}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 2.4644549763}, u'performance_5y': {u'date': u'2017-02-28', u'value': 40.6984334204}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.1793121554}};;CARCONV FP;FR0000285629;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-convertibles-europeennes/camgestion-convertibles-europe-classic-h-fr0000285629
227;[None];Actions;{u'date': u'2017-03-13', u'value': 216675389.88};{u'date': u'2017-03-13', u'value': 91020003.61};Euro;[CAMDVLO FP];{u'isin': u'FR0010772020', u'bloomberg': u'CAMDVLO FP', u'apir': None};1303;Euro;3494;{u'type': u'isin', u'value': u'FR0010772020'};FR0010772020;CAMGESTION DEEP VALUE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/aa8151ee-08c3-4475-b34e-5a1ed6e2afea/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010772020];[FR0010772020];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION DEEP VALUE;{u'date': u'2017-03-13', u'value': 186.2};{u'date': u'2017-03-13', u'value': 186.2};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 19.5723253989}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.81518151815}, u'performance_5y': {u'date': u'2016-03-31', u'value': 19.94473}, u'performance_3y': {u'date': u'2016-03-31', u'value': 29.65975}};;CAMDVLO FP;FR0010772020;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-deep-value-classic-c-fr0010772020
228;[None];Actions;{u'date': u'2017-03-12', u'value': 3561202.07};{u'date': u'2017-03-12', u'value': 3561202.07};Euro;[RIVACEU FP];{u'isin': u'FR0007445119', u'bloomberg': u'RIVACEU FP', u'apir': None};534;Euro;3451;{u'type': u'isin', u'value': u'FR0007445119'};FR0007445119;CAMGESTION EMERGING BRIC [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/16f7b3cb-4c1e-4508-b695-884d78c9a3d8/512', u'extension': u'pdf'};[DOC_FLYER-BPF, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007445119];[FR0007445119];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION EMERGING BRIC;{u'date': u'2017-03-12', u'value': 97.42};{u'date': u'2017-03-12', u'value': 97.42};Pays émergents;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 40.4150890478}, u'performance_ytd': {u'date': u'2017-03-08', u'value': 7.34913793103}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.633165829145}, u'performance_3y': {u'date': u'2017-02-28', u'value': 36.0461956522}};;RIVACEU FP;FR0007445119;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/camgestion-emerging-bric-classique-c-fr0007445119
229;[None];Diversifié;{u'date': u'2017-03-13', u'value': 445554042.97};{u'date': u'2017-03-13', u'value': 445554042.97};Euro;[None];{u'isin': u'FR0007010632', u'bloomberg': None, u'apir': None};18281;Euro;18437;{u'type': u'isin', u'value': u'FR0007010632'};FR0007010632;CAMGESTION EP [CLASSIQUE, D];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007010632];[FR0007010632];CAMGESTION;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};CAMGESTION EP;{u'date': u'2017-03-13', u'value': 3100.56};{u'date': u'2017-03-13', u'value': 3100.56};Europe;[];4;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 10.2687833232}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.67923606077}, u'performance_5y': {u'date': u'2017-02-28', u'value': 42.392440963}, u'performance_3y': {u'date': u'2017-02-28', u'value': 18.4079104751}};;;FR0007010632;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-ep-classique-d-fr0007010632
230;[None];Actions;{u'date': u'2017-03-13', u'value': 226072715.52};{u'date': u'2017-03-13', u'value': 197572117.99};Euro;[CAREMCA FP];{u'isin': u'FR0010217588', u'bloomberg': u'CAREMCA FP', u'apir': None};1149;Euro;3970;{u'type': u'isin', u'value': u'FR0010217588'};FR0010217588;CAMGESTION EURO MID CAP [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/ba10e0ce-2c1f-4884-8da5-149c9b85dbbc/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010217588];[FR0010217588];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION EURO MID CAP;{u'date': u'2017-03-13', u'value': 49.5};{u'date': u'2017-03-13', u'value': 49.5};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 17.4534011135}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 4.56289978678}, u'performance_5y': {u'date': u'2017-02-28', u'value': 88.1349360217}, u'performance_3y': {u'date': u'2017-02-28', u'value': 28.6661363034}};;CAREMCA FP;FR0010217588;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-euro-mid-cap-classic-c-fr0010217588
231;[None, None];Produits de taux;{u'date': u'2017-03-13', u'value': 165059537.96};{u'date': u'2017-03-13', u'value': 104494571.06};Euro;[CAEUROC FP, CAEUROD FP];{u'isin': u'FR0010712729', u'bloomberg': u'CAEUROC FP', u'apir': None};1355;Euro;3587;{u'type': u'isin', u'value': u'FR0010712729'};FR0010712729;CAMGESTION EUROBLIG [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/78a33bb7-554a-459f-b143-94223985c745/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010712729, FR0010712745];[FR0010712729, FR0010712745];CAMGESTION;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};CAMGESTION EUROBLIG;{u'date': u'2017-03-13', u'value': 288.85};{u'date': u'2017-03-13', u'value': 288.85};Europe;[];3;Obligations européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.63801309809}, u'performance_ytd': {u'date': u'2017-03-13', u'value': -1.80514005983}, u'performance_5y': {u'date': u'2017-02-28', u'value': 29.050624531}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.1944668278}};;CAEUROC FP;FR0010712729;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/camgestion-euroblig-classic-c-fr0010712729
232;[None];Diversifié;{u'date': u'2017-03-13', u'value': 250099475.83};{u'date': u'2017-03-13', u'value': 250099475.83};Euro;[CGEQFXO FP];{u'isin': u'FR0010732701', u'bloomberg': u'CGEQFXO FP', u'apir': None};1305;Euro;3507;{u'type': u'isin', u'value': u'FR0010732701'};FR0010732701;CAMGESTION EUROPE EQUILIBRE [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0010732701];[FR0010732701];CAMGESTION;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};CAMGESTION EUROPE EQUILIBRE;{u'date': u'2017-03-13', u'value': 15.08};{u'date': u'2017-03-13', u'value': 15.08};Europe;[];4;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.86121256392}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 1.61725067385}, u'performance_5y': {u'date': u'2017-02-28', u'value': 34.2857142857}, u'performance_3y': {u'date': u'2017-02-28', u'value': 10.8327192336}};;CGEQFXO FP;FR0010732701;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-europe-equilibre-classique-c-fr0010732701
233;[None];Diversifié;{u'date': u'2017-03-13', u'value': 242964206.26};{u'date': u'2017-03-13', u'value': 242964206.26};Euro;[CGPRUFO FP];{u'isin': u'FR0010732719', u'bloomberg': u'CGPRUFO FP', u'apir': None};1306;Euro;3508;{u'type': u'isin', u'value': u'FR0010732719'};FR0010732719;CAMGESTION EUROPE MODERE [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0010732719];[FR0010732719];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION EUROPE MODERE;{u'date': u'2017-03-13', u'value': 12.13};{u'date': u'2017-03-13', u'value': 12.13};Europe;[];3;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 5.65709312446}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 0.580431177446}, u'performance_5y': {u'date': u'2017-02-28', u'value': 17.749757517}, u'performance_3y': {u'date': u'2017-02-28', u'value': 8.00711743772}};;CGPRUFO FP;FR0010732719;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-europe-modere-classique-c-fr0010732719
234;[None];Diversifié;{u'date': u'2017-03-13', u'value': 216017675.91};{u'date': u'2017-03-13', u'value': 216017675.91};Euro;[CGDYFXO FP];{u'isin': u'FR0010732693', u'bloomberg': u'CGDYFXO FP', u'apir': None};1304;Euro;3506;{u'type': u'isin', u'value': u'FR0010732693'};FR0010732693;CAMGESTION EUROPE OFFENSIF [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0010732693];[FR0010732693];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION EUROPE OFFENSIF;{u'date': u'2017-03-13', u'value': 15.43};{u'date': u'2017-03-13', u'value': 15.43};Europe;[];5;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.6059479554}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 3.27978580991}, u'performance_5y': {u'date': u'2017-02-28', u'value': 45.5238095238}, u'performance_3y': {u'date': u'2017-02-28', u'value': 12.7675276753}};;CGDYFXO FP;FR0010732693;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-europe-offensif-classique-c-fr0010732693
235;[None];Diversifié;{u'date': u'2017-03-13', u'value': 15639793.7};{u'date': u'2017-03-13', u'value': 1902527.63};Euro;[CG1620P FP];{u'isin': u'FR0010716472', u'bloomberg': u'CG1620P FP', u'apir': None};1419;Euro;3741;{u'type': u'isin', u'value': u'FR0010716472'};FR0010716472;CAMGESTION GÉNÉRATION 2016-20 [CLASSIC, C];Balanced;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/bdb12f40-043d-4bdc-9020-e51b1600b4ee/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010716472];[FR0010716472];AUTO GEREE;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION GÉNÉRATION 2016-20;{u'date': u'2017-03-13', u'value': 118.38};{u'date': u'2017-03-13', u'value': 118.38};Monde;[];4;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 4.93870711703}, u'performance_ytd': {u'date': u'2017-03-13', u'value': 0.0507099391481}, u'performance_5y': {u'date': u'2017-02-28', u'value': 29.8592164138}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.6593752985}};;CG1620P FP;FR0010716472;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/camgestion-g-n-ration-2016-20-classic-c-fr0010716472
