;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
204;[None, None];Marché monétaire;{u'date': u'2017-03-09', u'value': 91691452.96};{u'date': u'2017-03-09', u'value': 6896484.04};Euro;[BNPSCTP FP, BNPOBST FP];{u'isin': u'FR0010609099', u'bloomberg': u'BNPSCTP FP', u'apir': None};1524;Euro;4025;{u'type': u'isin', u'value': u'FR0010609099'};FR0010609099;BNP PARIBAS STRUCTURE COURT TERME [CLASSIC, C];Money Market;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/49bf2268-e91c-47d7-b1ad-0fd44b42432b/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010294959, FR0010609099];[FR0010294959, FR0010609099];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};1;{u'date': None, u'value': None};BNP PARIBAS STRUCTURE COURT TERME;{u'date': u'2017-03-09', u'value': 15480.2642};{u'date': u'2017-03-09', u'value': 15480.2642};Monde;[];1;Autres marchés monétaires;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.218056763117}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.0440076511003}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.545384935616}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.115722798355}};;BNPSCTP FP;FR0010609099;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/autres-marches-monetaires/bnp-paribas-structure-court-terme-classic-c-fr0010609099
205;[None, None, None, None];Produits de taux;{u'date': u'2017-03-09', u'value': 620685816.22};{u'date': u'2017-03-09', u'value': 24708024.85};Euro;[None, None, None, None];{u'isin': u'FR0013176336', u'bloomberg': None, u'apir': None};20745;Euro;20746;{u'type': u'isin', u'value': u'FR0013176336'};FR0013176336;BNP PARIBAS SUSTAINABLE BOND EURO SHORT TERM [CLASSIC, C];Fixed Income;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/008456a5-c3e9-4164-8bcf-3cf1de0bb0aa/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0013176336, FR0013176351, FR0013176344, FR0013176369];[FR0013176336, FR0013176351, FR0013176344, FR0013176369];AUTO GEREE;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS SUSTAINABLE BOND EURO SHORT TERM;{u'date': u'2017-03-09', u'value': 101.09};{u'date': u'2017-03-09', u'value': 101.09};Europe;[];2;Obligations européennes;{};;;FR0013176336;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/obligations-europeennes/bnp-paribas-sustainable-bond-euro-short-term-classic-c-fr0013176336
206;[None];Actions;{u'date': u'2017-03-09', u'value': 27221378.11};{u'date': u'2017-03-09', u'value': 27221378.11};Euro;[BPANPET FP];{u'isin': u'FR0010077453', u'bloomberg': u'BPANPET FP', u'apir': None};1660;Euro;4445;{u'type': u'isin', u'value': u'FR0010077453'};FR0010077453;BNP PARIBAS TECHNOLOGIES EUROPE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/4714b13f-1f2d-49a9-9df2-b3ee84dbbe16/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010077453];[FR0010077453];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};1;{u'date': u'2017-03-08', u'value': u'1'};BNP PARIBAS TECHNOLOGIES EUROPE;{u'date': u'2017-03-09', u'value': 122.01};{u'date': u'2017-03-09', u'value': 122.01};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 20.35982009}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 8.74331550802}, u'performance_5y': {u'date': u'2017-02-28', u'value': 87.8920268373}, u'performance_3y': {u'date': u'2017-02-28', u'value': 36.9031377899}};;BPANPET FP;FR0010077453;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-technologies-europe-classic-c-fr0010077453
207;[None];Actions;{u'date': u'2017-03-09', u'value': 14086549.06};{u'date': u'2017-03-09', u'value': 14086549.06};Euro;[BNPTELC FP];{u'isin': u'FR0010325597', u'bloomberg': u'BNPTELC FP', u'apir': None};1513;Euro;4000;{u'type': u'isin', u'value': u'FR0010325597'};FR0010325597;BNP PARIBAS TELECOMS [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/6a6c4aa9-0274-47b9-8dcc-59b12a56607d/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010325597];[FR0010325597];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS TELECOMS;{u'date': u'2017-03-09', u'value': 158.92};{u'date': u'2017-03-09', u'value': 158.92};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': -7.81854413316}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.786402841197}, u'performance_5y': {u'date': u'2017-02-28', u'value': 38.5238682403}, u'performance_3y': {u'date': u'2017-02-28', u'value': 4.76253913275}};;BNPTELC FP;FR0010325597;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-telecoms-classic-c-fr0010325597
208;[None, None];Marché monétaire;{u'date': u'2017-03-12', u'value': 237520213.95};{u'date': u'2017-03-12', u'value': 236876481.07};Euro;[BNPEURA FP, BNPEUDI FP];{u'isin': u'FR0010125880', u'bloomberg': u'BNPEURA FP', u'apir': None};1585;Euro;4160;{u'type': u'isin', u'value': u'FR0010125880'};FR0010125880;BNP PARIBAS TRESORERIE 3 MOIS [CLASSIC, C];Money Market;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/6ddadd1f-feca-4829-a885-d6f3d0a486eb/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0011383553, FR0010125880];[FR0011383553, FR0010125880];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': None, u'value': None};BNP PARIBAS TRESORERIE 3 MOIS;{u'date': u'2017-03-12', u'value': 2733.6166};{u'date': u'2017-03-12', u'value': 2733.6166};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.086486315799}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.0325685895007}, u'performance_5y': {u'date': u'2017-02-28', u'value': 1.07288235229}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.232047399412}};;BNPEURA FP;FR0010125880;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/bnp-paribas-tresorerie-3-mois-classic-c-fr0010125880
209;[None, None, None];Marché monétaire;{u'date': u'2017-03-12', u'value': 2207100568.87};{u'date': u'2017-03-12', u'value': 1571066268.07};Euro;[BNPTMDE FP, MONPRME FP, PARMOPD FP];{u'isin': u'FR0010116343', u'bloomberg': u'MONPRME FP', u'apir': None};1594;Euro;4193;{u'type': u'isin', u'value': u'FR0010116343'};FR0010116343;BNP PARIBAS TRESORERIE [CLASSIC, C];Money Market;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/2f46f08a-d9ae-40ce-a544-07387d65c09a/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0011175645, FR0010116574, FR0010116343];[FR0011175645, FR0010116574, FR0010116343];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS TRESORERIE;{u'date': u'2017-03-12', u'value': 232.5378};{u'date': u'2017-03-12', u'value': 232.5378};Europe;[];1;Marché monétaire EUR;{u'performance_1y': {u'date': u'2017-02-28', u'value': -0.0398887070686}, u'performance_ytd': {u'date': u'2017-03-09', u'value': -0.0366252812452}, u'performance_5y': {u'date': u'2017-02-28', u'value': 0.425141425919}, u'performance_3y': {u'date': u'2017-02-28', u'value': 0.0853000327518}};;MONPRME FP;FR0010116343;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/marche-monetaire-eur/bnp-paribas-tresorerie-classic-c-fr0010116343
210;[None];Actions;{u'date': u'2017-03-09', u'value': 13192042.03};{u'date': u'2017-03-09', u'value': 13192042.03};Euro;[BPUTILC FP];{u'isin': u'FR0010261842', u'bloomberg': u'BPUTILC FP', u'apir': None};1539;Euro;4066;{u'type': u'isin', u'value': u'FR0010261842'};FR0010261842;BNP PARIBAS UTILITIES [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/af40c4cb-bcae-4fef-8148-2d868477e2b0/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010261842];[FR0010261842];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};1;{u'date': u'2017-03-08', u'value': u'1'};BNP PARIBAS UTILITIES;{u'date': u'2017-03-09', u'value': 105.51};{u'date': u'2017-03-09', u'value': 105.51};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 2.14550419349}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.50072150072}, u'performance_5y': {u'date': u'2017-02-28', u'value': 24.4830045163}, u'performance_3y': {u'date': u'2017-02-28', u'value': 2.17539752219}};;BPUTILC FP;FR0010261842;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-utilities-classic-c-fr0010261842
211;[None, None];Actions;{u'date': u'2017-03-09', u'value': 240206043.75};{u'date': u'2017-03-09', u'value': 197549131.13};Euro;[BNPVFRD FP, BNPATRM FP];{u'isin': u'FR0010028902', u'bloomberg': u'BNPATRM FP', u'apir': None};1692;Euro;4531;{u'type': u'isin', u'value': u'FR0010028902'};FR0010028902;BNP PARIBAS VALEURS FRANCAISES [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/4b8de283-e0aa-4eb6-8a99-74f2450de512/512', u'extension': u'pdf'};[DOC_FLYERP, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010101493, FR0010028902];[FR0010101493, FR0010028902];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS VALEURS FRANCAISES;{u'date': u'2017-03-09', u'value': 169.76};{u'date': u'2017-03-09', u'value': 169.76};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.241822031}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 2.20349187237}, u'performance_5y': {u'date': u'2017-02-28', u'value': 57.9839939024}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.4875307341}};;BNPATRM FP;FR0010028902;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-valeurs-francaises-classic-c-fr0010028902
212;[None];Investissements alternatifs & Autres;{u'date': u'2017-03-09', u'value': 7786360.23};{u'date': u'2017-03-09', u'value': 7786360.23};Euro;[BPEE18C FP];{u'isin': u'FR0011683655', u'bloomberg': u'BPEE18C FP', u'apir': None};15397;Euro;15402;{u'type': u'isin', u'value': u'FR0011683655'};FR0011683655;BNP PARIBAS ÉTHIQUE EUROPE 2018 PEA [CLASSIC, C];Alternatives & Other;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0011683655];[FR0011683655];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS ÉTHIQUE EUROPE 2018 PEA;{u'date': u'2017-03-09', u'value': 975.84};{u'date': u'2017-03-09', u'value': 975.84};Monde;[];3;Produits structurés;{u'performance_1y': {u'date': u'2017-02-28', u'value': -1.60828154008}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.0389559797429}};;BPEE18C FP;FR0011683655;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/produits-structures/bnp-paribas-thique-europe-2018-pea-classic-c-fr0011683655
213;[None, None];Diversifié;{u'date': u'2017-03-09', u'value': 663260316.25};{u'date': u'2017-03-09', u'value': 660992268.14};Euro;[BPEFINA FP, BPEFINB FP];{u'isin': u'FR0012591600', u'bloomberg': u'BPEFINA FP', u'apir': None};17723;Euro;17726;{u'type': u'isin', u'value': u'FR0012591600'};FR0012591600;BNPP EUROPEAN FLEXIBLE INCOME [A, H];Balanced;;[DOC_FP, DOC_IPTM, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0012591600, FR0012591592];[FR0012591600, FR0012591592];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNPP EUROPEAN FLEXIBLE INCOME;{u'date': u'2017-03-09', u'value': 97.42};{u'date': u'2017-03-09', u'value': 97.42};Monde;[];3;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 1.18791182018}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.277920741122}};;BPEFINA FP;FR0012591600;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/bnpp-european-flexible-income-a-h-fr0012591600
214;[None, None, None, None];Diversifié;{u'date': u'2017-03-09', u'value': 323249884.19};{u'date': u'2017-03-09', u'value': 115774056.68};Euro;[None, None, None, None];{u'isin': u'FR0013127149', u'bloomberg': None, u'apir': None};20024;Euro;20031;{u'type': u'isin', u'value': u'FR0013127149'};FR0013127149;BNPP EUROPEAN MULTI-ASSET MODERATE [A, C];Balanced;;[DOC_FLYER-BPF, DOC_FP, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0013127164, FR0013127172, FR0013127156, FR0013127149];[FR0013127164, FR0013127172, FR0013127156, FR0013127149];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNPP EUROPEAN MULTI-ASSET MODERATE;{u'date': u'2017-03-09', u'value': 100.57};{u'date': u'2017-03-09', u'value': 100.57};Europe;[];3;Portefeuilles diversifiés Europe;{};;;FR0013127149;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/bnpp-european-multi-asset-moderate-a-c-fr0013127149
215;[None];Diversifié;{u'date': u'2017-03-03', u'value': 6652348.34};{u'date': u'2017-03-03', u'value': 6652348.34};Euro;[None];{u'isin': u'FR0007044698', u'bloomberg': None, u'apir': None};18308;Euro;18372;{u'type': u'isin', u'value': u'FR0007044698'};FR0007044698;BORGHESE FINANCE [CLASSIQUE, C];Balanced;;[DOC_FP, DOC_REPA, DOC_REPS, DOC_SP, DOC_KIID];[FR0007044698];[FR0007044698];BNP PARIBAS ASSET MANAGEMENT;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BORGHESE FINANCE;{u'date': u'2017-03-03', u'value': 158.43};{u'date': u'2017-03-03', u'value': 158.43};Monde;[];3;Diversifié Monde;{u'performance_1y': {u'date': u'2017-02-28', u'value': 5.35857104772}, u'performance_ytd': {u'date': u'2017-03-03', u'value': 1.20735914143}, u'performance_5y': {u'date': u'2017-02-28', u'value': 11.6384180791}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.09592822636}};;;FR0007044698;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/diversifie-monde/borghese-finance-classique-c-fr0007044698
216;[None];Investissements alternatifs & Autres;{u'date': u'2017-03-09', u'value': 10641212.11};{u'date': u'2017-03-09', u'value': 10641212.11};Euro;[TCQNGAE FP];{u'isin': u'FR0012208742', u'bloomberg': u'TCQNGAE FP', u'apir': None};17395;Euro;17396;{u'type': u'isin', u'value': u'FR0012208742'};FR0012208742;C-QUADRAT NACHHALTIGKEIT GARANT 80 [A - EUR, C];Alternatives & Other;;[DOC_FP, DOC_REPA, DOC_REPS, None];[FR0012208742];[FR0012208742];THEAM;{u'date': None, u'value': None};;{u'date': None, u'value': None};C-QUADRAT NACHHALTIGKEIT GARANT 80;{u'date': u'2017-03-09', u'value': 10.64};{u'date': u'2017-03-09', u'value': 10.64};Monde;[];4;Produits structurés;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.81404958678}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 2.40615976901}};;TCQNGAE FP;FR0012208742;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/produits-structures/c-quadrat-nachhaltigkeit-garant-80-a-eur-c-fr0012208742
217;[None];Actions;{u'date': u'2017-03-09', u'value': 183461269.24};{u'date': u'2017-03-09', u'value': 3434753.23};Euro;[CAACSSO FP];{u'isin': u'FR0010319434', u'bloomberg': u'CAACSSO FP', u'apir': None};1500;Euro;3959;{u'type': u'isin', u'value': u'FR0010319434'};FR0010319434;CAMGESTION ACTIONS CROISSANCE [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/01f062d2-53c8-4f9d-a7a1-540a16bc8347/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010319434];[FR0010319434];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS CROISSANCE;{u'date': u'2017-03-09', u'value': 242.22};{u'date': u'2017-03-09', u'value': 242.22};Europe;[];5;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 3.70354327298}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.30532690749}, u'performance_5y': {u'date': u'2017-02-28', u'value': 55.6834438809}, u'performance_3y': {u'date': u'2017-02-28', u'value': 16.2466618111}};;CAACSSO FP;FR0010319434;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-croissance-classic-c-fr0010319434
218;[None];Actions;{u'date': u'2017-03-09', u'value': 597413594.94};{u'date': u'2017-03-09', u'value': 389404628.78};Euro;[CAACTEO FP];{u'isin': u'FR0011036110', u'bloomberg': u'CAACTEO FP', u'apir': None};1511;Euro;6377;{u'type': u'isin', u'value': u'FR0011036110'};FR0011036110;CAMGESTION ACTIONS EURO [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/1eebeb43-402d-4fb2-97c2-4e4ef8a8113d/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0011036110];[FR0011036110];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS EURO;{u'date': u'2017-03-09', u'value': 159.6};{u'date': u'2017-03-09', u'value': 159.6};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 14.7249190939}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.32772238767}, u'performance_5y': {u'date': u'2017-02-28', u'value': 54.1609013639}, u'performance_3y': {u'date': u'2017-02-28', u'value': 14.7840164839}};;CAACTEO FP;FR0011036110;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-euro-classic-c-fr0011036110
219;[None];Actions;{u'date': u'2017-03-09', u'value': 65087574.69};{u'date': u'2017-03-09', u'value': 65087574.69};Euro;[CARDVLS FP];{u'isin': u'FR0010155226', u'bloomberg': u'CARDVLS FP', u'apir': None};1528;Euro;4029;{u'type': u'isin', u'value': u'FR0010155226'};FR0010155226;CAMGESTION ACTIONS FRANCE [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/96435a9a-fcfb-4d52-8e86-e590abe01bad/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010155226];[FR0010155226];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS FRANCE;{u'date': u'2017-03-09', u'value': 34.49};{u'date': u'2017-03-09', u'value': 34.49};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 10.1236979167}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.83052849129}, u'performance_5y': {u'date': u'2017-02-28', u'value': 58.6772983114}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.69520103761}};;CARDVLS FP;FR0010155226;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-france-classique-c-fr0010155226
220;[None];Actions;{u'date': u'2017-03-09', u'value': 58482932.99};{u'date': u'2017-03-09', u'value': 58482932.99};Euro;[CARACRN FP];{u'isin': u'FR0007074208', u'bloomberg': u'CARACRN FP', u'apir': None};1510;Euro;4002;{u'type': u'isin', u'value': u'FR0007074208'};FR0007074208;CAMGESTION ACTIONS RENDEMENT [CLASSIQUE, H];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/acef52de-0737-4ae0-bf7c-5c462a8da383/512', u'extension': u'pdf'};[DOC_CARBON_FOOT, DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007074208];[FR0007074208];CAMGESTION;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};CAMGESTION ACTIONS RENDEMENT;{u'date': u'2017-03-09', u'value': 93.1};{u'date': u'2017-03-09', u'value': 93.1};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.87579886651}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 2.22905457341}, u'performance_5y': {u'date': u'2017-02-28', u'value': 42.5308931644}, u'performance_3y': {u'date': u'2017-02-28', u'value': 9.75668513611}};;CARACRN FP;FR0007074208;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-actions-rendement-classique-h-fr0007074208
221;[None];Actions;{u'date': u'2017-03-09', u'value': 39495517.95};{u'date': u'2017-03-09', u'value': 39495517.95};Euro;[CAGESDY FP];{u'isin': u'FR0007006929', u'bloomberg': u'CAGESDY FP', u'apir': None};1158;Euro;3996;{u'type': u'isin', u'value': u'FR0007006929'};FR0007006929;CAMGESTION ACTIVE 100 [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/f4ff4d5e-eb44-4a5b-bb20-3eb5ca129693/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007006929];[FR0007006929];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION ACTIVE 100;{u'date': u'2017-03-09', u'value': 24.83};{u'date': u'2017-03-09', u'value': 24.83};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 9.22048997773}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 1.55419222904}, u'performance_5y': {u'date': u'2012-04-30', u'value': -33.39731286}, u'performance_3y': {u'date': u'2017-02-28', u'value': 6.79442508711}};;CAGESDY FP;FR0007006929;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/camgestion-active-100-classique-c-fr0007006929
222;[None];Diversifié;{u'date': u'2017-03-09', u'value': 85262737.19};{u'date': u'2017-03-09', u'value': 85262737.19};Euro;[CAGESEQ FP];{u'isin': u'FR0007006911', u'bloomberg': u'CAGESEQ FP', u'apir': None};1527;Euro;4028;{u'type': u'isin', u'value': u'FR0007006911'};FR0007006911;CAMGESTION ACTIVE CONVICTIONS [CLASSIC, C];Balanced;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/c22bf708-9577-40d5-b9fb-d91607c307bc/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0007006911];[FR0007006911];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION ACTIVE CONVICTIONS;{u'date': u'2017-03-09', u'value': 20.68};{u'date': u'2017-03-09', u'value': 20.68};Europe;[];4;Portefeuilles diversifiés Europe;{u'performance_1y': {u'date': u'2017-02-28', u'value': 8.42490842491}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 0.730638090599}, u'performance_5y': {u'date': u'2017-02-28', u'value': 14.348785872}, u'performance_3y': {u'date': u'2017-02-28', u'value': 8.93796004206}};;CAGESEQ FP;FR0007006911;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/portefeuilles-diversifies-europe/camgestion-active-convictions-classic-c-fr0007006911
223;[None];Actions;{u'date': u'2017-03-09', u'value': 95101793.23};{u'date': u'2017-03-09', u'value': 46612270.62};Euro;[CARAVIN FP];{u'isin': u'FR0010177527', u'bloomberg': u'CARAVIN FP', u'apir': None};1150;Euro;3971;{u'type': u'isin', u'value': u'FR0010177527'};FR0010177527;CAMGESTION AVENIR INVESTISSEMENT [CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/d625636c-ddd0-498b-bf98-e5b88053428b/512', u'extension': u'pdf'};[DOC_FP, DOC_IPTM, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_SP, DOC_FACTSHEET, DOC_KIID];[FR0010177527];[FR0010177527];CAMGESTION;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};CAMGESTION AVENIR INVESTISSEMENT;{u'date': u'2017-03-09', u'value': 16.26};{u'date': u'2017-03-09', u'value': 16.26};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.9166666667}, u'performance_ytd': {u'date': u'2017-03-09', u'value': 3.89776357827}, u'performance_5y': {u'date': u'2017-02-28', u'value': 47.0162748644}, u'performance_3y': {u'date': u'2017-02-28', u'value': 19.1208791209}};;CARAVIN FP;FR0010177527;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/camgestion-avenir-investissement-classic-c-fr0010177527
